,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
2022-06-10_13_30_00,12.16932258506622,11.07829325912006,23.438076860153803,12.491372991179423,6.61122715391593,8.549893472545818,4.250575061237901,28.402548971942142,3.0773862161781254,6.952299157567167,2.172971416903492,7.818862449250777,10.964570540240492,3.0469764003630733,3.285359863885398,6.8562695218257,5.860945063419146,1.8950085499226847,3.3476288223061976,1.2365863538042037,1.667862417349534,4.212581657889703,0.8431776639932199,1.005237906016632,3.593271489919451,0.7986486739686173,9.760837980986228,0.7983290612372083,0.5241552747795075,0.6938014774758651,0.4480060580581194,4.8564509543413,5.763495774599217,2.0988900709231677,7.034447345343724,1.1755502061242329,2.645331116540916,0.652096941249626,1.326369896928341,8.50665407005955,3.151989307950116,3.7481399167347953,1.8303795388691704,13.914709686384011,1.245239526453402
2022-06-10_13_31_00,12.16935996312032,11.078354895319546,23.43811424022452,12.491372991179423,6.605906085144128,8.549818716437622,4.250712121497192,28.402411911682854,3.077234083311852,6.9523173383608885,2.172867953087071,7.81890335603665,10.964590236101252,3.0468790225408964,3.2848160477564483,6.856351377522232,5.860932936633848,1.8950297686204076,3.347678807239527,1.2365681774648107,1.6678609026545843,4.212654407714876,0.8431685758235238,1.005124303895429,3.5932138963078555,0.7986592768334235,9.763220537760644,0.7983396641018539,0.5241664192592171,0.6938075362556626,0.4480192288068671,4.850803749162241,5.763489712113786,2.0998700785554125,7.034514032683465,1.1755380885646378,2.6476975976380417,0.6520868099044355,1.3263986761323792,8.532114577463574,3.154870257743825,3.754012389053517,1.8303643826555929,13.948829352321685,1.2452415456352257
2022-06-10_13_32_00,12.169285207012123,11.078280931880164,23.438201460389525,12.491385451202996,6.60588098576313,8.549831175788988,4.250712121497192,28.402611272060003,3.077240168626503,6.952285521971875,2.172843608659678,7.814535420345026,10.96458266077019,3.046933797565871,3.2848311958380347,6.8564180747564425,5.860939000026497,1.8950146124077485,3.347687895409223,1.2365696921597602,1.6678609026545843,4.212681688899316,0.8431579729588782,1.0052363913216824,3.593222990036002,0.7986592768334235,9.774833228603898,0.7983275465422589,0.5241806031424839,0.6938075362556626,0.4480131499997528,4.862625595752865,5.763532149511804,2.099794343807944,7.034523126411611,1.1755562649040303,2.64866377614058,0.6520949149805879,1.3264001908273286,8.55595739066167,3.1576209437718874,3.7586337233440577,1.8303461951992996,13.97921755870274,1.2452415456352257
2022-06-10_13_33_00,12.169297666363487,11.078354895319546,23.438301140578098,12.491298231037993,6.601852535112779,8.549743960329426,4.250712121497192,28.402623732083576,3.0773862161781254,6.952312793162458,2.1729166419418577,7.814547540874174,10.964573570372917,3.0469277114519846,3.2848872437399037,6.856381694446872,5.860984475471363,1.8950115811652168,3.3477000129688186,1.236562118685013,1.6678593879596353,4.212675626413885,0.8431716052134225,1.0052454794913788,3.593216927550571,0.7986577621384512,9.736772945067516,0.7983411787968032,0.5241785768734458,0.693809050950612,0.4480242944794624,4.863040876004895,5.763495774599217,2.0998776520301594,7.034577688780491,1.1755532355141314,2.649390681597036,0.6520868099044355,1.3263926173525815,8.580092539984992,3.16117138873322,3.7633565421962047,1.8303795388691704,14.011309323386651,1.2452385168624902
2022-06-10_13_34_00,12.169210450903927,11.078354895319546,23.43843820083739,12.491298231037993,6.598100177653418,8.549743960329426,4.250687201450048,28.402760792342868,3.077337533660918,6.952315823294746,2.1728983836213125,7.814552086072604,10.964581145703978,3.046933797565871,3.2848524031522555,6.856378662754409,5.860987507167688,1.8950297686204076,3.3477136452233625,1.2365802950244058,1.6678609026545843,4.212660470200308,0.8431640317386756,1.005237906016632,3.59321086506514,0.7986592768334235,9.792156780723236,0.7983411787968032,0.5241887082186364,0.693809050950612,0.4480242944794624,4.864123029654344,5.76343211850219,2.099698918026133,7.034623157421224,1.1755502061242329,2.6372382357923807,0.6521060594602975,1.326406249607126,8.603970191166924,3.164299233803677,3.7678779066200874,1.82984907139395,14.02818121931852,1.245239526453402
2022-06-10_13_35_00,12.169210450903927,11.078342568079648,23.438500500955247,12.491298231037993,6.598200575177415,8.549893472545818,4.250712121497192,28.40282309246073,3.0772645098851066,6.952335519154611,2.172910555835009,7.814532390212739,10.964611447028224,3.046933797565871,3.284853917960414,6.856251331670915,5.860987507167688,1.8950297686204076,3.3477530272920464,1.2365742362446082,1.667850299789939,4.212687751384747,0.8431610023487768,1.0052454794913788,3.5932411774922954,0.7986592768334235,9.815776223962764,0.7983396641018539,0.5241856688150792,0.693809050950612,0.4480242944794624,4.868524394077316,5.763516993298225,2.09992460757359,7.034601938722217,1.1755532355141314,2.669869223650838,0.6520939018460689,1.3264047349121766,8.626899643310546,3.1670393169670947,3.772593151997487,1.8298308839376567,14.049433260708804,1.245243564817049
2022-06-10_13_36_00,12.16909831674163,11.078354895319546,23.438600181143823,12.491372991179423,6.59831352239191,8.549893472545818,4.25063736135576,28.402536511918576,3.077325363031616,6.952323398625462,2.1729896752240374,7.814547540874174,10.964567510108068,3.046915539224213,3.284856947576731,6.857633783434565,5.86097538038239,1.8950176436502808,3.3477499979021474,1.2365802950244058,1.667857873264686,4.212669563928454,0.8431625170437264,1.0052363913216824,3.593222990036002,0.7986501886635897,9.750468099656349,0.7983396641018539,0.5241806031424839,0.693809050950612,0.4480212550759053,4.855244519740514,5.7635685244243895,2.0998185789271337,7.034641344877518,1.1755562649040303,2.679485577085194,0.6520989675186641,1.326394132047531,8.65056978128441,3.1698248409789938,3.7779173047445367,1.829812696481364,14.070994488837329,1.2452445744079608
2022-06-10_13_37_00,12.169148154147097,11.078280931880164,23.43865002123811,12.491298231037993,6.595163550076529,8.549768879032158,4.250562601214329,28.40283555248429,3.0772158273679,6.952341579419184,2.172880125300768,7.814612688718343,10.964596296366102,3.046799903060378,3.284861492001207,6.856439296603692,5.860990538864012,1.8950297686204076,3.347740909732451,1.2369695716263949,1.667850299789939,4.212678657656601,0.8431761492982706,1.0052363913216824,3.59323814624958,0.7986623062233682,9.763035631954995,0.7983381494069045,0.524181616277003,0.6937984480859664,0.448018215672348,4.8601187580271095,5.763632180521416,2.099820093622083,7.034705000974545,1.1755502061242329,2.648862665550194,0.652095928115107,1.3264077643020753,8.675354734741015,3.173161713952464,3.782714343649204,1.8298521026366656,14.095974958541696,1.2452455839988723
2022-06-10_13_38_00,12.169285207012123,11.078354895319546,23.438749701426683,12.491372991179423,6.592452816928629,8.549893472545818,4.250649821379332,28.40256143196572,3.0772766805144087,6.952308247964028,2.1729349002624025,7.818950323087098,10.96460084156474,3.0469764003630733,3.2848751252746347,6.856424138141372,5.860987507167688,1.895026737377876,3.3477651448516417,1.2369786597960912,1.667862417349534,4.2127089700837566,0.8431700905184731,1.0052439647964293,3.593229052521433,0.7986607915283958,9.782584116227545,0.7983290612372083,0.5241927607567126,0.6937984480859664,0.4480131499997528,4.867815083281879,5.763701899103873,2.0997716233837034,7.034726219673554,1.175554750209081,2.641435105212498,0.6520949149805879,1.326406249607126,8.69842656820988,3.176007825762338,3.787455338840744,1.8298308839376567,13.50642859853654,1.2452455839988723
2022-06-10_13_39_00,12.169347503768954,11.078280931880164,23.438998901898124,12.491372991179423,6.592515565381127,8.549893472545818,4.250712121497192,28.402548971942142,3.077343618975569,6.952312793162458,2.1729227280487056,7.818957898417815,10.9646084168958,3.0469277114519846,3.284867551233841,6.857667132051672,5.86098144377504,1.8950297686204076,3.3477939240556798,1.2369801744910405,1.6678563585697366,4.212696845112894,0.8431776639932199,1.0052409354065306,3.593229052521433,0.7986607915283958,9.750043725676171,0.7983123995927651,0.5241927607567126,0.6938014774758651,0.4480242944794624,4.872046698112778,5.763741305259176,2.099871593250361,7.034774719557002,1.1755502061242329,2.641855095031783,0.6521070725948166,1.326406249607126,8.722352689630188,3.178859996352009,3.792064555571689,1.82984907139395,13.53833848866855,1.2452455839988723
2022-06-10_13_40_00,12.169173072849828,11.07829325912006,23.43911104211027,12.49134807113228,6.589942878828722,8.549818716437622,4.25063736135576,28.40256143196572,3.0773862161781254,6.952311278096314,2.1729227280487056,7.814556631271034,10.964629627822772,3.046921625338099,3.2848584623848898,6.857927857603588,5.860951126811795,1.895026737377876,3.347736365647603,1.236584839109254,1.6685970443999802,4.21272715754005,0.8431776639932199,1.00524245010148,3.593226021278718,0.7986623062233682,9.762850726149347,0.7983396641018539,0.5241866819495983,0.6937954186960675,0.4480242944794624,4.868409206854125,5.763768586443615,2.0998140348422853,7.034765625828856,1.175554750209081,2.643042373943993,0.652096941249626,1.3264077643020753,8.746677175822185,3.182018135321453,3.79682827118747,1.8298521026366656,13.569429943316976,1.2452445744079608
2022-06-10_13_41_00,12.169372422471683,11.07826860464027,23.439173342228127,12.491335611108708,6.590068375733718,8.549818716437622,4.25063736135576,28.402623732083576,3.0773557896048707,6.952347639683758,2.1729349002624025,7.8145687518001825,10.964684170206416,3.046933797565871,3.284863006809366,6.856472645220797,5.86208801293346,1.895054018560662,3.347751512597097,1.236584839109254,1.6685970443999802,4.212718063811903,0.8431761492982706,1.0052454794913788,3.593222990036002,0.7986623062233682,9.738449222289212,0.7985729271240576,0.524181616277003,0.6938060215607132,0.4480242944794624,4.855205113585211,5.763771617686332,2.099895828369552,7.034786844527864,1.175551720819182,2.627843992358608,0.6521050463257785,1.3264213965566196,8.769780817884985,3.18536561115957,3.801996410354733,1.82984907139395,13.600578991573508,1.2452455839988723
2022-06-10_13_42_00,12.16935996312032,11.078330240839753,23.439173342228127,12.491211010872991,6.590708409949193,8.549831175788988,4.250712121497192,28.402623732083576,3.0773071070876634,6.952344609551471,2.1729288141555543,7.814570266866326,10.964617507293074,3.0469277114519846,3.284882699315428,6.856469613528334,5.862078917844485,1.8950509873181296,3.347742424427401,1.236584839109254,1.668590985620183,4.212736251268196,0.8431761492982706,1.0052394207115811,3.593204802579709,0.798666850308285,9.727615560823857,0.7983487522715502,0.5241917476221936,0.6938075362556626,0.448018215672348,4.852643713490576,5.763786773899908,2.0997973731978425,7.034795938256011,1.1755396032595873,2.6289888684525256,0.6521060594602975,1.3264123083869237,8.793629689862877,3.188117811882582,3.806723773291729,1.82984907139395,13.63095810422697,1.2452455839988723
2022-06-10_13_43_00,12.169384881823053,11.07836722255944,23.439584523006,12.491460211344428,6.590708409949193,8.549893472545818,4.25063736135576,28.402623732083576,3.077270595199758,6.952341579419184,2.1729166419418577,7.81456723673404,10.964649323683531,3.0468425058575805,3.2848720956583173,6.856460518450941,5.861954618295184,1.8950509873181296,3.347760600766793,1.2365833244143043,1.668595529705031,4.212739282510912,0.8431746346033213,1.00524245010148,3.593232083764149,0.798666850308285,9.730507366374486,0.7983472375766008,0.5241958001602698,0.6938060215607132,0.4480242944794624,4.850194469376415,5.76379283638534,2.0997610205190576,7.034841406896744,1.175551720819182,2.6300348046370914,0.652096941249626,1.3264123083869237,8.818285894248785,3.191174466290418,3.811631384927701,1.82984907139395,13.663346930679,1.245243564817049
2022-06-10_13_44_00,12.16935996312032,11.078354895319546,23.439721583265293,12.491285771014422,6.590595462734698,8.549893472545818,4.25063736135576,28.40282309246073,3.077252339255805,6.952335519154611,2.172971416903492,7.814570266866326,10.964647808617322,3.0468790225408964,3.28493571760098,6.856572691072114,5.8609966022566615,1.8950509873181296,3.347789379970832,1.236584839109254,1.668595529705031,4.2127635324526365,0.8431897815528149,1.0052394207115811,3.5936958638996277,0.798666850308285,9.79254174854811,0.7983502669664996,0.5241927607567126,0.6938075362556626,0.448018215672348,4.867108803729156,5.763814055084349,2.1314499535549087,7.034911125479201,1.1755502061242329,2.6305910892294624,0.6520989675186641,1.326413823081873,8.841887870949929,3.194561324197218,3.816081558688962,1.82984907139395,13.694571759998828,1.245243564817049
2022-06-10_13_45_00,12.16935996312032,11.078194641200891,23.439846183501007,12.491422831273711,6.590708409949193,8.549818716437622,4.250562601214329,28.402760792342868,3.0773862161781254,6.952329458890036,2.172965330796644,7.818956383351672,10.96463417302141,3.0468607641992387,3.2849039066296486,6.857715639131097,5.860999633952986,1.895054018560662,3.3477969534455783,1.2365878684991527,1.668595529705031,4.212769594938068,0.8431791786881693,1.005206097422695,3.5937049576277738,0.798666850308285,9.75654877254373,0.7983517816614488,0.5241897213531554,0.6938075362556626,0.448018215672348,4.870352233434789,5.76387467993866,2.131437835995314,7.034980844061659,1.175542632649486,2.6312735726858003,0.652096941249626,1.3270499949606098,8.505292359300062,3.197355936378813,3.821002802579477,1.82984907139395,13.72493874768216,1.245243564817049
2022-06-10_13_46_00,12.16935996312032,11.078206968440789,23.445328593872635,12.491310691061566,6.597610739723938,8.549831175788988,4.252244704396532,28.402548971942142,3.077301021773013,6.952327943823892,2.172867953087071,7.818968503880819,10.964643263418685,3.046933797565871,3.2848993622051728,6.856381694446872,5.860969316989741,1.8950297686204076,3.347860570633452,1.2365863538042037,1.6685894709252334,4.212812032336085,0.8431791786881693,1.0052394207115811,3.5937079888704893,0.7986638209183404,9.72386288234201,0.7983532963563982,0.5241907344876745,0.6938075362556626,0.4480242944794624,4.859636790435338,5.7639231798221084,2.131439350690264,7.035011156488815,1.1755532355141314,2.6317288981869966,0.6521040331912594,1.3270499949606098,8.529227568890068,3.200152063255358,3.8264254104982354,1.82984907139395,13.756778919235938,1.2452405360443135
2022-06-10_13_47_00,12.169297666363487,11.078280931880164,23.440494104726746,12.49141037125014,6.594787059361543,8.549893472545818,4.252244704396532,28.402611272060003,3.0773862161781254,6.952346124617614,2.172965330796644,7.8145414806096,10.964662959279444,3.0468851086547826,3.284916025094918,6.856466581835869,5.860945063419146,1.8950327998629397,3.3478651147183,1.2365863538042037,1.6685864415353346,4.212821126064231,0.8434048682356261,1.0052363913216824,3.593195708851562,0.7986607915283958,9.765409095001267,0.7983457228816514,0.5241927607567126,0.6939832408697899,0.4480242944794624,4.856153892555177,5.763895898637669,2.13127727833068,7.034989937789805,1.1755638383787772,2.6319318259602573,0.6521040331912594,1.3267940115141656,8.552113094880157,3.20288002885918,3.8309437455322177,1.82984907139395,13.786330502678224,1.2455363461814546
2022-06-10_13_48_00,12.169658987553108,11.078626094597269,23.443484510384,12.49173433186301,6.595188649457527,8.550229875032706,4.2497277796350135,28.4033214934036,3.077343618975569,6.952340064353041,2.172965330796644,7.81454602580803,10.964632657955198,3.0469277114519846,3.2854583264157093,6.828362792693234,5.860999633952986,1.8950297686204076,3.3478651147183,1.2365863538042037,1.668600073789879,4.2128150635788,0.8431822080780681,1.005230332541885,3.593219958793287,0.7986607915283958,9.779034531007644,0.7983487522715502,0.5241937738912317,0.6939832408697899,0.4480232813449433,4.862665001908168,5.763980773433704,2.131369674722592,7.035068750100409,1.1755683824636254,2.6336037085101043,0.6520989675186641,1.3267924968192164,8.57584533534695,3.2062896071902207,3.83563172640053,1.829836946423088,13.81828586144821,1.2452496223625196
2022-06-10_13_49_00,12.169559312742178,11.07857678563768,23.443571730549,12.491883852145872,6.595188649457527,8.550242334384071,4.249790079752873,28.403221813215023,3.0773314483462677,6.952359760212906,2.1729166419418577,7.814570266866326,10.96462205249171,3.0469277114519846,3.2849251139438698,6.8377307224074455,5.860929904937524,1.8950327998629397,3.347893893922338,1.236577265634507,1.6685985590949295,4.212833251035093,0.8431822080780681,1.0052394207115811,3.593232083764149,0.7986607915283958,9.741231903102085,0.7983230024574107,0.5241917476221936,0.6939802114798912,0.4480242944794624,4.867478615340453,5.763986835919135,2.1313802775872377,7.035208187265325,1.1755653530737264,2.634679932422023,0.6521060594602975,1.3267940115141656,8.6003955110864,3.20943562860007,3.840386353846615,1.82984907139395,13.849189379059668,1.245250631953431
2022-06-10_13_50_00,12.169658987553108,11.07868773079675,23.45509725235298,12.491946152263733,6.595125901005029,8.550204956329974,4.249715319611442,28.402860472531444,3.0773862161781254,6.952338549286898,2.1729166419418577,7.814582387395474,10.964620537425498,3.0469764003630733,3.284908451054125,6.838073303655894,5.8609117147595775,1.8950297686204076,3.347898438007186,1.236584839109254,1.6685985590949295,4.212805969850654,0.8432034138073594,1.0052394207115811,3.593244208735011,0.7986607915283958,9.713823406468126,0.7983457228816514,0.5241937738912317,0.6939832408697899,0.4480242944794624,4.872862102403261,5.764202054151939,2.131437835995314,7.035253655906058,1.1755623236838275,2.635486595560506,0.6521060594602975,1.3267924968192164,8.623664254898683,3.212212064442273,3.844792601454344,1.82984907139395,13.879635179048828,1.2452455839988723
2022-06-10_13_51_00,12.169634068850376,11.078613767357371,23.44368387076115,12.491946152263733,6.595100801624031,8.550204956329974,4.249565799328579,28.40293523267287,3.0773862161781254,6.952344609551471,2.172965330796644,7.81456269153561,10.964646293551109,3.0469703142491875,3.2849129954786003,6.839025255089635,5.860945063419146,1.8950176436502808,3.34791358495668,1.236584839109254,1.6686015884848286,4.212839313520525,0.8431806933831187,1.0052394207115811,3.593229052521433,0.7986623062233682,9.772011141635724,0.798344208186702,0.5241937738912317,0.693809050950612,0.4480242944794624,4.863474343713218,5.7642414603072405,2.1312530432114904,7.035274874605067,1.1755623236838275,2.636268018926195,0.6521050463257785,1.3267818939545708,8.64820231307854,3.2153474829874766,3.8500546517084686,1.8298551338793816,13.912254379933271,1.245247603180696
2022-06-10_13_52_00,12.169596690796276,11.07868773079675,23.44377109092615,12.491971072310877,6.595038053171533,8.550167578275875,4.249790079752873,28.403009992814304,3.0772949364583613,6.952347639683758,2.172910555835009,7.814642990041213,10.955324091146624,3.046982486476959,3.2848842141235868,6.837818641488905,5.860881397796333,1.894972175012304,3.3479166143465786,1.236584839109254,1.6685985590949295,4.212854469734102,0.8431882668578656,1.0052348766267332,3.593222990036002,0.7986638209183404,9.764281472711083,0.7983472375766008,0.5241937738912317,0.6938120803405107,0.4480192288068671,4.847693694136091,5.764271772734396,2.1314363213003644,7.035302155789506,1.175554750209081,2.636724354018303,0.6521060594602975,1.3267879527343682,8.671053001084793,3.218448063548845,3.854539663453564,1.8298521026366656,13.942069681475822,1.245250631953431
2022-06-10_13_53_00,12.16958423144491,11.078626094597269,23.443883231138297,12.491995992358015,6.595188649457527,8.550167578275875,4.249790079752873,28.402947692696443,3.0773801308634745,6.952359760212906,2.1729775030103404,7.818988199740684,10.955266518630555,3.0468668503131244,3.2848933029725385,6.837858053490939,5.860766193336004,1.895020674892812,3.3479075261768827,1.236584839109254,1.668603103179778,4.212809001093369,0.8431867521629163,1.0052348766267332,3.593222990036002,0.7986623062233682,9.74156837104351,0.798344208186702,0.5241927607567126,0.6937984480859664,0.4480242944794624,4.862016315967041,5.7642657102489645,2.131383306977136,7.03532640573123,1.1755608089888785,2.6373785689291127,0.6521050463257785,1.326790982124267,8.695568338840411,3.22153198246577,3.8595714800753846,1.8298521026366656,13.625413961636353,1.2452455839988723
2022-06-10_13_54_00,12.169646528201742,11.078613767357371,23.51023285665852,12.491995992358015,6.595038053171533,8.550167578275875,4.249790079752873,28.403009992814304,3.0773801308634745,6.952356730080618,2.172965330796644,7.818980624409967,10.955298335021016,3.046909453110327,3.2849220843275524,6.837964162727185,5.860820763869843,1.8950449248330663,3.3355521594748394,1.236584839109254,1.6685970443999802,4.212857500976818,0.8431852374679669,1.0052318472368342,3.593232083764149,0.7986653356133128,9.76375403647858,0.7983472375766008,0.5241927607567126,0.6938105656455613,0.4480242944794624,4.867769614641144,5.764323303860561,2.1314438947751118,7.036111497594558,1.1758682920636012,2.638314459704299,0.6521060594602975,1.326790982124267,8.718758318515325,3.224403844089782,3.864515444390141,1.8298611963648128,13.655859761625514,1.2452415456352257
2022-06-10_13_55_00,12.169571772093544,11.078675403556852,23.444182271704022,12.491921232216589,6.595050602862032,8.550180037627241,4.249790079752873,28.403009992814304,3.0773862161781254,6.952334004088466,2.172965330796644,7.8145763271309,10.95526954876298,3.046933797565871,3.2849478360662494,6.851488542809742,5.860945063419146,1.895023706135344,3.3472516632638034,1.236577265634507,1.668590985620183,4.212860532219533,0.8431670611285743,1.005233361931784,3.593229052521433,0.7986653356133128,9.756324460582782,0.7983396641018539,0.5241937738912317,0.6938105656455613,0.4480242944794624,4.845101981614301,5.764386959957587,2.13127727833068,7.036175153691583,1.175571411853524,2.638837427796582,0.6521050463257785,1.326790982124267,8.743200950913371,3.228170890428876,3.869167072579669,1.82984907139395,13.688609305938822,1.2452496223625196
2022-06-10_13_56_00,12.169658987553108,11.078552131157888,23.44435671203403,12.491946152263733,6.594987854409534,8.550180037627241,4.249777619729301,28.403159513097165,3.0773862161781254,6.952364305411336,2.1729775030103404,7.814586932593905,10.95526197343192,3.046982486476959,3.284888758548062,6.857748987748204,5.860902619670603,1.8950479560755984,3.347280442467842,1.236604530143596,1.668603103179778,4.21289690713212,0.8431988697225112,1.0052363913216824,3.593244208735011,0.7986623062233682,9.727057812164196,0.7983548110513476,0.5241907344876745,0.6938211685102069,0.4480344258246529,4.8580150755825215,5.764435459841036,2.131437835995314,7.03623880978861,1.1755744412434228,2.639416932979923,0.6521090988638547,1.326790982124267,8.767720832753836,3.231310853058928,3.87436550564592,1.829891508791968,13.721374006464792,1.24525567990799
2022-06-10_13_57_00,12.169509475336714,11.078626094597269,23.450175543042093,12.491883852145872,6.595050602862032,8.549980688005382,4.249790079752873,28.403159513097165,3.0773131924023143,6.952344609551471,2.1729775030103404,7.814597538056908,10.955325606212838,3.046982486476959,3.28489178816438,6.856427169833836,5.860878366100009,1.895063112288257,3.347298618807234,1.2365924125840009,1.6685925003151325,4.212918125831129,0.8431852374679669,1.0052242737620876,3.5932411774922954,0.7986623062233682,9.696408917067322,0.7983532963563982,0.5241968132947888,0.6938302566799032,0.4480323995556149,4.828702958523203,5.764417272384742,2.131451468249858,7.036284278429343,1.1755698971585746,2.6334421739642253,0.652115177670969,1.3267955262091151,8.79093656224289,3.2340645684768896,3.879829010328311,1.829897571277399,13.752992897313748,1.2452587086807252
2022-06-10_13_58_00,12.169646528201742,11.078601440117474,23.495579868937995,12.491971072310877,6.59511335131453,8.550180037627241,4.249790079752873,28.32603196718728,3.077343618975569,6.952359760212906,2.1729775030103404,7.814588447660048,10.95526954876298,3.046982486476959,3.2854613560320267,6.8577702095954525,5.860754066550706,1.8950843309859795,3.3472971041122843,1.2366075595334944,1.668615220739373,4.212936313287422,0.8431897815528149,1.0052318472368342,3.593271489919451,0.798666850308285,9.730458866491036,0.7983608698311452,0.5242018789673841,0.6938363154597007,0.4480435440353245,4.871934542132304,5.764468803510907,2.131336351433706,7.035541623964035,1.1755805000232202,2.634565848648996,0.6521182170745263,1.32680764376871,8.81781179472963,3.237140913919069,3.887429749584269,1.82990363376283,12.882711041470673,1.2452647662261955
2022-06-10_13_59_00,12.169733743661306,11.078539803917993,23.45533399280085,12.228080233082183,6.594962755028536,8.550242334384071,4.249790079752873,28.326368387823717,3.077246253941154,6.952358245146763,2.172959244689796,7.814588447660048,10.955274093961618,3.0468364197436943,3.2852159571103274,6.899925893309407,5.860835922351466,1.8950843309859795,3.347310736366829,1.2365984713637983,1.6686212795191704,4.212936313287422,0.8431716052134225,1.0052257884570368,3.593286646133029,0.7986683650032574,9.709061324162004,0.7983623845260945,0.5242028921019032,0.6938226832051564,0.4480435440353245,4.870576545395739,5.76454155333608,2.131298484059972,7.035577998876621,1.175575955938372,2.634871754695254,0.6521172039400072,1.3268000702939633,8.480312010194988,3.2404596105531467,3.892137421486924,1.830806944092063,12.913841902272011,1.2452607278625487
2022-06-10_14_00_00,12.16958423144491,11.078613767357371,23.4588975595424,12.228005472940753,6.594987854409534,8.550180037627241,4.249690399564298,28.325882446904416,3.077337533660918,6.952349154749901,2.172971416903492,7.819015470931266,10.955258943299494,3.046933797565871,3.2857749213208645,6.899880417922444,5.860754066550706,1.895093424713575,3.347313765756728,1.236609074228444,1.668619764824221,4.213633499111998,0.8431716052134225,1.0052439647964293,3.593301802346606,0.7986789678680637,9.7136233444489,0.7983699580008413,0.5241968132947888,0.6938287419849538,0.4480435440353245,4.8451989813811975,5.7645536783069415,2.1314605564195546,7.035620436274639,1.1755729265484731,2.637323041428967,0.6521172039400072,1.3267970409040644,8.504198749546614,3.243581396843806,3.896628492011817,1.8308281627910712,12.945078856561969,1.2452627470443722
